Date,Open,Close,High,Low,Vol.,Change %
"Feb 04, 2022",93.27,91.3,93.7,91.2,322.13K,2.37%
"Feb 03, 2022",91.11,89.07,91.3,88.02,301.79K,1.83%
"Feb 02, 2022",89.47,89.48,90.52,88.28,319.43K,0.35%
"Feb 01, 2022",89.16,89.62,89.96,87.72,271.77K,-2.25%
"Jan 31, 2022",91.21,90.8,91.48,90.61,11.01K,1.31%
"Jan 28, 2022",90.03,89.98,91.7,89.41,102.01K,0.77%
"Jan 27, 2022",89.34,89.7,91.04,89.0,131.70K,-0.69%
"Jan 26, 2022",89.96,87.95,90.47,87.79,260.11K,2.00%
"Jan 25, 2022",88.2,86.76,88.37,86.2,256.21K,2.24%
"Jan 24, 2022",86.27,87.93,88.9,85.04,309.89K,-1.84%
"Jan 21, 2022",87.89,86.75,88.23,85.71,288.21K,-0.55%
"Jan 20, 2022",88.38,87.89,89.5,87.05,279.52K,-0.07%
"Jan 19, 2022",88.44,88.65,89.17,87.61,350.94K,1.06%
"Jan 18, 2022",87.51,86.47,88.66,86.44,356.88K,1.19%
"Jan 17, 2022",86.48,86.15,86.71,85.54,139.82K,0.49%
"Jan 14, 2022",86.06,84.12,86.5,83.99,304.72K,1.88%
"Jan 13, 2022",84.47,84.87,85.1,83.79,265.20K,-0.24%
"Jan 12, 2022",84.67,83.78,85.21,83.52,301.39K,1.13%
"Jan 11, 2022",83.72,81.08,83.98,80.89,324.94K,3.52%
"Jan 10, 2022",80.87,81.76,82.3,80.5,300.65K,-1.08%
"Jan 07, 2022",81.75,82.0,83.0,81.42,286.11K,-0.29%
"Jan 06, 2022",81.99,80.22,82.83,79.61,353.16K,1.47%
"Jan 05, 2022",80.8,80.07,81.5,79.51,331.74K,1.00%
"Jan 04, 2022",80.0,78.91,80.55,78.62,291.68K,1.29%
"Jan 03, 2022",78.98,78.11,79.28,77.04,201.03K,1.54%
"Dec 31, 2021",77.78,78.81,79.68,77.55,148.96K,-1.94%
"Dec 30, 2021",79.32,79.19,79.66,78.5,10.90K,0.11%
"Dec 29, 2021",79.23,79.28,80.17,78.13,69.63K,0.37%
"Dec 28, 2021",78.94,78.67,79.85,78.48,50.41K,0.43%
"Dec 27, 2021",78.6,76.32,79.08,75.75,85.39K,3.23%
"Dec 24, 2021",76.14,76.72,76.79,75.75,30.54K,-0.92%
"Dec 23, 2021",76.85,75.47,77.0,74.78,161.24K,2.07%
"Dec 22, 2021",75.29,74.05,75.67,73.62,166.71K,1.77%
"Dec 21, 2021",73.98,71.88,74.27,71.24,214.07K,3.44%
"Dec 20, 2021",71.52,72.82,72.87,69.28,333.76K,-2.72%
"Dec 17, 2021",73.52,74.5,74.98,72.65,231.41K,-2.00%
"Dec 16, 2021",75.02,74.47,75.61,74.0,223.64K,1.54%
"Dec 15, 2021",73.88,73.25,74.58,72.5,233.19K,0.24%
"Dec 14, 2021",73.7,74.42,75.16,72.57,277.86K,-0.93%
"Dec 13, 2021",74.39,75.37,76.39,74.2,265.51K,-1.01%
"Dec 10, 2021",75.15,73.99,75.71,73.8,221.36K,0.98%
"Dec 09, 2021",74.42,75.94,76.7,73.84,283.39K,-1.85%
"Dec 08, 2021",75.82,75.44,76.37,74.38,322.08K,0.50%
"Dec 07, 2021",75.44,73.6,76.27,73.2,312.28K,3.23%
"Dec 06, 2021",73.08,70.24,73.8,70.24,255.40K,4.58%
"Dec 03, 2021",69.88,70.22,72.62,69.24,331.82K,0.30%
"Dec 02, 2021",69.67,69.72,70.7,65.72,526.60K,1.16%
"Dec 01, 2021",68.87,69.8,72.87,68.14,420.40K,-2.41%
"Nov 30, 2021",70.57,74.42,74.56,70.22,24.82K,-3.91%
"Nov 29, 2021",73.44,73.88,77.02,72.41,126.35K,0.99%
"Nov 26, 2021",72.72,81.65,81.66,72.14,170.78K,-11.55%
"Nov 25, 2021",82.22,82.24,82.58,81.7,80.45K,-0.04%
"Nov 24, 2021",82.25,81.88,83.0,81.74,231.07K,-0.07%
"Nov 23, 2021",82.31,79.51,82.6,78.55,366.60K,3.27%
"Nov 22, 2021",79.7,78.58,80.07,77.58,350.90K,1.03%
"Nov 19, 2021",78.89,81.0,82.24,78.05,479.93K,-2.89%
"Nov 18, 2021",81.24,80.1,81.41,79.28,306.85K,1.20%
"Nov 17, 2021",80.28,82.05,82.22,79.78,406.75K,-2.61%
"Nov 16, 2021",82.43,82.0,83.14,81.52,340.72K,0.46%
"Nov 15, 2021",82.05,81.92,82.49,80.67,273.72K,-0.15%
"Nov 12, 2021",82.17,82.83,82.87,81.26,289.30K,-0.84%
"Nov 11, 2021",82.87,82.85,83.44,81.66,336.14K,0.28%
"Nov 10, 2021",82.64,84.99,85.5,82.08,366.31K,-2.52%
"Nov 09, 2021",84.78,83.47,85.3,83.16,346.57K,1.62%
"Nov 08, 2021",83.43,82.58,84.0,82.53,269.60K,0.83%
"Nov 05, 2021",82.74,81.25,83.16,80.26,379.69K,2.73%
"Nov 04, 2021",80.54,81.58,84.49,80.2,472.43K,-1.77%
"Nov 03, 2021",81.99,84.07,84.2,81.1,380.11K,-3.22%
"Nov 02, 2021",84.72,84.45,85.23,83.76,317.07K,0.01%
"Nov 01, 2021",84.71,83.63,85.12,83.03,302.90K,0.39%
"Oct 29, 2021",84.38,84.33,84.83,83.79,22.77K,0.07%
"Oct 28, 2021",84.32,84.21,84.59,82.32,118.14K,-0.31%
"Oct 27, 2021",84.58,86.07,86.28,84.05,149.75K,-2.11%
"Oct 26, 2021",86.4,86.03,86.5,85.27,222.56K,0.48%
"Oct 25, 2021",85.99,85.65,86.7,85.43,294.55K,0.54%
"Oct 22, 2021",85.53,84.52,85.93,83.82,298.35K,1.09%
"Oct 21, 2021",84.61,85.9,86.1,83.36,373.65K,-1.41%
"Oct 20, 2021",85.82,85.19,85.89,83.61,378.69K,0.87%
"Oct 19, 2021",85.08,84.21,85.4,83.7,371.79K,0.89%
"Oct 18, 2021",84.33,84.95,86.04,83.95,340.96K,-0.62%
"Oct 15, 2021",84.86,84.3,85.1,84.16,276.47K,1.02%
"Oct 14, 2021",84.0,83.45,84.5,83.18,316.64K,0.99%
"Oct 13, 2021",83.18,83.1,83.69,82.2,333.68K,-0.29%
"Oct 12, 2021",83.42,83.49,84.23,82.72,331.41K,-0.27%
"Oct 11, 2021",83.65,82.65,84.6,82.54,330.44K,1.53%
"Oct 08, 2021",82.39,82.38,83.43,81.96,360.97K,0.54%
"Oct 07, 2021",81.95,80.98,82.5,79.08,393.10K,1.07%
"Oct 06, 2021",81.08,82.57,83.47,80.6,401.36K,-1.79%
"Oct 05, 2021",82.56,81.27,83.13,81.19,340.27K,1.60%
"Oct 04, 2021",81.26,79.49,82.0,78.75,362.37K,2.50%
"Oct 01, 2021",79.28,78.49,79.41,77.55,282.37K,0.97%
"Sep 30, 2021",78.52,78.46,79.11,77.6,20.51K,-0.15%
"Sep 29, 2021",78.64,78.25,79.4,77.5,97.97K,-0.57%
"Sep 28, 2021",79.09,79.4,80.75,78.1,132.33K,-0.55%
"Sep 27, 2021",79.53,78.25,79.9,78.21,231.13K,1.84%
"Sep 24, 2021",78.09,77.26,78.24,76.85,163.23K,1.09%
"Sep 23, 2021",77.25,75.9,77.35,75.6,226.59K,1.39%
"Sep 22, 2021",76.19,74.56,76.26,74.49,255.75K,2.46%
"Sep 21, 2021",74.36,74.33,75.18,73.26,258.71K,0.60%
"Sep 20, 2021",73.92,75.33,75.4,73.52,313.75K,-1.88%
"Sep 17, 2021",75.34,75.68,75.78,74.58,254.86K,-0.44%
"Sep 16, 2021",75.67,75.46,75.87,74.48,236.51K,0.28%
"Sep 15, 2021",75.46,73.92,76.13,73.78,289.45K,2.53%
"Sep 14, 2021",73.6,73.62,74.28,73.08,278.58K,0.12%
"Sep 13, 2021",73.51,72.88,73.92,72.69,244.73K,0.81%
"Sep 10, 2021",72.92,71.37,73.15,70.94,250.51K,2.06%
"Sep 09, 2021",71.45,72.61,73.2,70.88,377.81K,-1.58%
"Sep 08, 2021",72.6,71.64,72.95,71.55,325.36K,1.27%
"Sep 07, 2021",71.69,72.29,72.81,71.1,257.40K,-0.73%
"Sep 06, 2021",72.22,72.57,72.78,71.51,127.87K,-0.54%
"Sep 03, 2021",72.61,72.86,73.69,72.4,211.42K,-0.58%
"Sep 02, 2021",73.03,71.31,73.47,70.92,255.42K,2.01%
"Sep 01, 2021",71.59,71.68,72.38,70.42,282.49K,-1.92%
"Aug 31, 2021",72.99,73.14,73.52,72.62,12.59K,-0.57%
"Aug 30, 2021",73.41,73.25,73.69,72.0,68.66K,0.98%
"Aug 27, 2021",72.7,71.53,72.76,71.17,92.20K,2.29%
"Aug 26, 2021",71.07,71.94,72.13,70.66,179.57K,-1.63%
"Aug 25, 2021",72.25,71.0,72.42,70.5,242.07K,1.69%
"Aug 24, 2021",71.05,68.66,71.27,68.53,301.30K,3.35%
"Aug 23, 2021",68.75,64.97,68.9,64.6,271.56K,5.48%
"Aug 20, 2021",65.18,66.54,66.93,64.94,254.45K,-1.91%
"Aug 19, 2021",66.45,67.57,67.64,65.57,345.97K,-2.61%
"Aug 18, 2021",68.23,68.96,70.04,67.23,316.98K,-1.16%
"Aug 17, 2021",69.03,69.77,70.0,68.82,239.96K,-0.69%
"Aug 16, 2021",69.51,70.05,70.45,68.14,294.02K,-1.53%
"Aug 13, 2021",70.59,71.12,71.38,70.0,202.42K,-1.01%
"Aug 12, 2021",71.31,71.57,71.9,70.67,224.99K,-0.18%
"Aug 11, 2021",71.44,70.83,71.72,69.07,324.04K,1.15%
"Aug 10, 2021",70.63,69.35,71.24,68.94,246.13K,2.30%
"Aug 09, 2021",69.04,70.26,70.26,67.6,353.68K,-2.35%
"Aug 06, 2021",70.7,71.2,72.43,70.28,298.96K,-0.83%
"Aug 05, 2021",71.29,70.27,71.5,69.75,261.05K,1.29%
"Aug 04, 2021",70.38,72.33,72.83,70.11,370.13K,-2.80%
"Aug 03, 2021",72.41,73.08,73.55,71.05,303.73K,-0.66%
"Aug 02, 2021",72.89,75.39,75.39,72.31,304.87K,-4.51%
"Jul 30, 2021",76.33,75.81,76.38,75.38,14.39K,0.37%
"Jul 29, 2021",76.05,74.76,76.15,74.63,78.27K,1.75%
"Jul 28, 2021",74.74,74.77,75.32,74.42,111.62K,0.35%
"Jul 27, 2021",74.48,74.67,75.05,74.02,181.94K,-0.03%
"Jul 26, 2021",74.5,74.12,74.84,72.75,210.64K,0.54%
"Jul 23, 2021",74.1,73.56,74.22,73.32,181.66K,0.42%
"Jul 22, 2021",73.79,72.24,73.9,71.74,251.60K,2.16%
"Jul 21, 2021",72.23,68.92,72.38,68.63,306.32K,4.15%
"Jul 20, 2021",69.35,68.99,69.73,67.44,316.48K,1.06%
"Jul 19, 2021",68.62,72.86,73.34,67.75,510.92K,-6.75%
"Jul 16, 2021",73.59,73.18,74.09,72.34,292.66K,0.16%
"Jul 15, 2021",73.47,74.5,74.59,73.19,322.33K,-1.73%
"Jul 14, 2021",74.76,76.28,76.72,73.79,376.94K,-2.26%
"Jul 13, 2021",76.49,75.25,76.6,74.93,275.91K,1.77%
"Jul 12, 2021",75.16,75.79,75.84,74.23,262.30K,-0.52%
"Jul 09, 2021",75.55,74.39,75.8,73.8,248.18K,1.93%
"Jul 08, 2021",74.12,73.35,74.4,72.11,314.34K,0.94%
"Jul 07, 2021",73.43,74.69,75.99,72.6,387.43K,-1.48%
"Jul 06, 2021",74.53,77.06,77.84,74.13,410.70K,-3.41%
"Jul 05, 2021",77.16,76.23,77.26,75.7,157.22K,1.30%
"Jul 02, 2021",76.17,75.64,76.43,75.21,236.22K,0.44%
"Jul 01, 2021",75.84,74.69,76.74,74.55,405.16K,0.95%
"Jun 30, 2021",75.13,75.18,75.6,74.39,15.06K,0.49%
"Jun 29, 2021",74.76,74.67,75.51,73.9,94.94K,0.11%
"Jun 28, 2021",74.68,75.99,76.6,74.51,142.11K,-1.97%
"Jun 25, 2021",76.18,75.54,76.21,74.95,172.41K,0.82%
"Jun 24, 2021",75.56,75.3,75.78,74.51,165.05K,0.49%
"Jun 23, 2021",75.19,74.75,76.02,74.7,229.04K,0.51%
"Jun 22, 2021",74.81,74.88,75.3,74.32,294.72K,-0.12%
"Jun 21, 2021",74.9,73.33,74.95,72.98,265.47K,1.89%
"Jun 18, 2021",73.51,73.0,73.76,72.18,231.55K,0.59%
"Jun 17, 2021",73.08,73.8,74.5,72.01,336.64K,-1.76%
"Jun 16, 2021",74.39,74.26,74.96,73.86,306.09K,0.54%
"Jun 15, 2021",73.99,73.03,74.33,72.79,228.62K,1.55%
"Jun 14, 2021",72.86,72.7,73.64,72.59,200.72K,0.23%
"Jun 11, 2021",72.69,72.41,73.09,71.88,276.48K,0.23%
"Jun 10, 2021",72.52,72.03,72.93,70.95,346.58K,0.42%
"Jun 09, 2021",72.22,72.17,72.87,71.82,266.37K,0.00%
"Jun 08, 2021",72.22,71.42,72.42,70.71,285.23K,1.02%
"Jun 07, 2021",71.49,71.82,72.27,71.1,224.33K,-0.56%
"Jun 04, 2021",71.89,71.25,72.17,70.73,222.00K,0.81%
"Jun 03, 2021",71.31,71.27,71.99,70.66,229.79K,-0.06%
"Jun 02, 2021",71.35,70.55,71.48,70.35,221.63K,1.57%
"Jun 01, 2021",70.25,69.39,71.34,69.29,302.49K,1.34%
"May 31, 2021",69.32,68.98,69.82,68.75,80.18K,-0.45%
"May 28, 2021",69.63,69.69,69.92,69.26,21.26K,0.24%
"May 27, 2021",69.46,68.78,69.51,68.11,86.51K,0.86%
"May 26, 2021",68.87,68.55,69.17,68.02,134.62K,0.32%
"May 25, 2021",68.65,68.47,68.9,67.83,183.13K,0.28%
"May 24, 2021",68.46,66.72,68.64,66.46,227.25K,3.04%
"May 21, 2021",66.44,65.22,66.94,64.57,257.64K,2.04%
"May 20, 2021",65.11,66.63,67.17,64.8,388.16K,-2.33%
"May 19, 2021",66.66,68.41,68.46,65.3,386.89K,-2.98%
"May 18, 2021",68.71,69.61,70.24,67.28,378.02K,-1.08%
"May 17, 2021",69.46,68.92,69.62,68.18,230.78K,1.09%
"May 14, 2021",68.71,67.0,68.89,66.5,286.13K,2.48%
"May 13, 2021",67.05,68.88,69.04,66.48,312.00K,-3.27%
"May 12, 2021",69.32,68.78,69.9,68.18,310.30K,1.12%
"May 11, 2021",68.55,68.29,68.75,67.13,321.86K,0.34%
"May 10, 2021",68.32,68.74,69.2,67.41,265.60K,0.06%
"May 07, 2021",68.28,68.26,68.65,67.39,262.58K,0.28%
"May 06, 2021",68.09,68.47,69.37,67.93,273.28K,-1.26%
"May 05, 2021",68.96,69.35,69.95,68.35,283.73K,0.12%
"May 04, 2021",68.88,67.75,69.5,67.37,249.64K,1.95%
"May 03, 2021",67.56,66.7,67.82,66.1,148.71K,0.46%
"Apr 30, 2021",67.25,68.33,68.4,67.06,14.84K,-1.91%
"Apr 29, 2021",68.56,67.18,68.95,67.13,91.52K,1.92%
"Apr 28, 2021",67.27,66.58,67.85,66.13,148.95K,1.28%
"Apr 27, 2021",66.42,65.76,66.8,65.66,222.92K,1.17%
"Apr 26, 2021",65.65,66.1,66.26,64.57,257.58K,-0.70%
"Apr 23, 2021",66.11,65.8,66.3,65.16,187.90K,1.09%
"Apr 22, 2021",65.4,65.13,65.83,64.58,242.47K,0.12%
"Apr 21, 2021",65.32,66.22,66.52,64.96,260.88K,-1.88%
"Apr 20, 2021",66.57,67.2,68.08,65.51,328.24K,-0.72%
"Apr 19, 2021",67.05,66.7,67.23,66.17,193.81K,0.42%
"Apr 16, 2021",66.77,66.86,67.38,66.44,212.20K,-0.25%
"Apr 15, 2021",66.94,66.38,67.03,65.95,240.31K,0.54%
"Apr 14, 2021",66.58,64.01,66.9,63.88,323.04K,4.57%
"Apr 13, 2021",63.67,63.24,64.19,63.18,242.41K,0.62%
"Apr 12, 2021",63.28,63.03,64.31,62.41,257.84K,0.52%
"Apr 09, 2021",62.95,63.28,63.49,62.57,216.24K,-0.40%
"Apr 08, 2021",63.2,63.02,63.43,62.38,265.18K,0.06%
"Apr 07, 2021",63.16,62.6,63.55,61.6,321.39K,0.67%
"Apr 06, 2021",62.74,62.32,64.28,62.08,307.87K,0.95%
"Apr 05, 2021",62.15,64.57,64.81,61.25,231.78K,-4.18%
"Apr 01, 2021",64.86,63.12,65.17,62.38,480.37K,2.08%
"Mar 31, 2021",63.54,64.13,64.79,63.53,9.70K,-0.94%
"Mar 30, 2021",64.14,65.2,65.41,63.52,74.36K,-1.29%
"Mar 29, 2021",64.98,64.58,65.46,63.13,91.75K,0.63%
"Mar 26, 2021",64.57,62.01,64.89,61.85,147.74K,4.23%
"Mar 25, 2021",61.95,63.99,64.19,60.98,202.58K,-3.82%
"Mar 24, 2021",64.41,60.5,64.57,60.47,255.12K,5.95%
"Mar 23, 2021",60.79,64.3,64.3,60.27,392.60K,-5.93%
"Mar 22, 2021",64.62,64.53,65.12,63.45,236.34K,0.14%
"Mar 19, 2021",64.53,62.99,64.95,62.07,446.11K,1.98%
"Mar 18, 2021",63.28,67.77,68.15,61.45,516.08K,-6.94%
"Mar 17, 2021",68.0,68.39,68.89,66.96,309.76K,-0.57%
"Mar 16, 2021",68.39,68.81,68.94,67.36,248.99K,-0.71%
"Mar 15, 2021",68.88,69.08,70.03,67.82,262.60K,-0.49%
"Mar 12, 2021",69.22,69.59,69.9,69.03,251.54K,-0.59%
"Mar 11, 2021",69.63,68.45,69.84,67.99,289.61K,2.55%
"Mar 10, 2021",67.9,67.46,68.42,66.5,361.94K,0.56%
"Mar 09, 2021",67.52,68.13,69.33,67.12,302.61K,-1.06%
"Mar 08, 2021",68.24,69.97,71.38,67.8,352.59K,-1.61%
"Mar 05, 2021",69.36,67.16,69.69,66.67,361.76K,3.93%
"Mar 04, 2021",66.74,64.1,67.75,63.33,510.68K,4.17%
"Mar 03, 2021",64.07,62.38,64.7,62.38,341.67K,2.19%
"Mar 02, 2021",62.7,63.12,64.13,62.38,367.12K,-1.55%
"Mar 01, 2021",63.69,64.85,65.93,63.17,291.91K,-3.69%
"Feb 26, 2021",66.13,66.89,66.9,65.72,16.10K,-1.12%
"Feb 25, 2021",66.88,67.2,67.7,66.48,109.65K,-0.24%
"Feb 24, 2021",67.04,65.06,67.31,64.8,129.71K,2.55%
"Feb 23, 2021",65.37,65.51,66.79,64.47,231.18K,0.20%
"Feb 22, 2021",65.24,62.68,65.85,62.55,213.75K,3.70%
"Feb 19, 2021",62.91,63.3,63.94,62.09,305.83K,-1.60%
"Feb 18, 2021",63.93,65.02,65.52,63.22,420.56K,-0.64%
"Feb 17, 2021",64.34,63.15,64.96,62.73,391.26K,1.56%
"Feb 16, 2021",63.35,63.47,63.7,62.69,284.67K,0.08%
"Feb 15, 2021",63.3,62.83,63.76,62.82,220.38K,1.39%
"Feb 12, 2021",62.43,60.82,62.83,60.35,307.72K,2.11%
"Feb 11, 2021",61.14,61.01,61.5,60.72,209.69K,-0.54%
"Feb 10, 2021",61.47,61.21,61.69,60.87,287.71K,0.62%
"Feb 09, 2021",61.09,60.8,61.34,60.05,319.50K,0.88%
"Feb 08, 2021",60.56,59.43,60.72,59.43,269.31K,2.06%
"Feb 05, 2021",59.34,59.17,59.79,59.08,229.42K,0.85%
"Feb 04, 2021",58.84,58.59,59.12,58.04,244.07K,0.65%
"Feb 03, 2021",58.46,57.85,58.94,57.5,276.86K,1.74%
"Feb 02, 2021",57.46,56.35,58.05,56.33,337.68K,1.97%
"Feb 01, 2021",56.35,54.91,56.53,54.6,288.25K,0.84%
"Jan 29, 2021",55.88,55.52,56.37,55.31,19.94K,0.63%
"Jan 28, 2021",55.53,55.41,56.59,55.31,122.48K,-0.50%
"Jan 27, 2021",55.81,56.05,56.49,55.2,132.41K,-0.18%
"Jan 26, 2021",55.91,55.93,56.34,55.39,163.20K,0.05%
"Jan 25, 2021",55.88,55.26,56.02,55.07,198.27K,0.85%
"Jan 22, 2021",55.41,56.0,56.03,54.48,269.37K,-1.23%
"Jan 21, 2021",56.1,55.82,56.24,55.49,254.59K,0.04%
"Jan 20, 2021",56.08,56.07,56.64,55.66,310.89K,0.32%
"Jan 19, 2021",55.9,55.01,56.08,54.89,261.10K,2.10%
"Jan 18, 2021",54.75,54.75,55.21,54.49,142.87K,-0.64%
"Jan 15, 2021",55.1,56.41,56.5,54.64,298.41K,-2.34%
"Jan 14, 2021",56.42,55.93,56.57,55.24,331.29K,0.64%
"Jan 13, 2021",56.06,56.83,57.42,55.77,324.30K,-0.92%
"Jan 12, 2021",56.58,55.66,56.79,55.51,288.14K,1.65%
"Jan 11, 2021",55.66,56.24,56.39,54.99,295.07K,-0.59%
"Jan 08, 2021",55.99,54.56,56.36,54.34,336.65K,2.96%
"Jan 07, 2021",54.38,54.13,54.9,53.94,267.19K,0.15%
"Jan 06, 2021",54.3,53.52,54.73,53.02,414.41K,1.31%
"Jan 05, 2021",53.6,50.95,53.9,50.7,455.35K,4.91%
"Jan 04, 2021",51.09,51.5,53.33,50.56,382.90K,-1.37%
"Dec 31, 2020",51.8,51.49,51.84,50.9,133.22K,0.90%
"Dec 30, 2020",51.34,51.32,51.56,51.04,17.63K,0.49%
"Dec 29, 2020",51.09,51.02,51.63,50.86,91.33K,0.45%
"Dec 28, 2020",50.86,51.25,52.02,50.53,81.06K,-0.84%
"Dec 24, 2020",51.29,51.11,51.77,50.62,96.69K,0.18%
"Dec 23, 2020",51.2,49.7,51.59,49.2,182.63K,2.24%
"Dec 22, 2020",50.08,50.65,50.86,49.56,194.10K,-1.63%
"Dec 21, 2020",50.91,52.22,52.32,49.2,288.74K,-2.58%
"Dec 18, 2020",52.26,51.43,52.48,51.13,246.12K,1.48%
"Dec 17, 2020",51.5,51.12,51.9,51.08,233.88K,0.82%
"Dec 16, 2020",51.08,50.64,51.2,50.34,222.74K,0.63%
"Dec 15, 2020",50.76,50.3,50.89,49.78,190.55K,0.93%
"Dec 14, 2020",50.29,50.05,50.8,49.13,236.96K,0.64%
"Dec 11, 2020",49.97,50.45,50.74,49.74,231.87K,-0.56%
"Dec 10, 2020",50.25,49.0,51.06,48.86,288.73K,2.84%
"Dec 09, 2020",48.86,48.84,49.55,48.4,267.79K,0.04%
"Dec 08, 2020",48.84,48.58,49.0,48.09,225.24K,0.10%
"Dec 07, 2020",48.79,49.23,49.43,48.4,207.51K,-0.93%
"Dec 04, 2020",49.25,48.96,49.92,48.84,253.64K,1.11%
"Dec 03, 2020",48.71,48.0,48.94,47.67,274.73K,0.95%
"Dec 02, 2020",48.25,47.05,48.76,46.82,285.74K,1.75%
"Dec 01, 2020",47.42,47.79,48.3,46.88,258.69K,-0.36%
"Nov 30, 2020",47.59,47.91,47.99,46.85,20.68K,-1.22%
"Nov 27, 2020",48.18,47.81,48.44,47.34,87.75K,0.79%
"Nov 26, 2020",47.8,48.76,49.09,47.53,88.76K,-1.67%
"Nov 25, 2020",48.61,47.8,49.06,47.72,231.03K,1.57%
"Nov 24, 2020",47.86,45.9,48.03,45.89,263.24K,3.91%
"Nov 23, 2020",46.06,45.08,46.12,44.89,267.25K,2.45%
"Nov 20, 2020",44.96,44.15,45.24,44.05,264.01K,1.72%
"Nov 19, 2020",44.2,43.96,44.57,43.79,210.30K,-0.32%
"Nov 18, 2020",44.34,43.75,44.89,43.48,242.88K,1.35%
"Nov 17, 2020",43.75,43.89,44.25,43.08,226.35K,-0.16%
"Nov 16, 2020",43.82,42.71,44.67,42.71,268.43K,2.43%
"Nov 13, 2020",42.78,43.2,43.34,42.63,216.74K,-1.72%
"Nov 12, 2020",43.53,43.73,44.5,43.26,266.04K,-0.62%
"Nov 11, 2020",43.8,43.77,45.3,43.6,346.77K,0.44%
"Nov 10, 2020",43.61,41.75,44.11,41.71,315.25K,2.85%
"Nov 09, 2020",42.4,39.65,43.48,39.46,393.05K,7.48%
"Nov 06, 2020",39.45,40.63,40.69,39.34,255.44K,-3.62%
"Nov 05, 2020",40.93,40.96,41.53,40.33,219.20K,-0.73%
"Nov 04, 2020",41.23,40.13,41.33,39.42,250.87K,3.83%
